File Name,Actor,File Path,Pitch Variation,Speaking Rate,Percent Pause Time,Emotion
03-01-02-01-01-02-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-02-01-01-02-01.wav,5.0472045,83.25046828388409,80.57713651498335,02
03-01-03-02-02-01-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-03-02-02-01-01.wav,4.2799864,91.43437678582768,49.276098552197105,03
03-01-06-02-01-02-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-06-02-01-02-01.wav,4.4092956,84.95449919617704,44.10099103350637,06
03-01-05-01-01-02-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-05-01-01-02-01.wav,4.8651834,91.43389297789818,49.707899415798835,05
03-01-08-02-02-01-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-08-02-02-01-01.wav,5.043546,102.75438846867418,55.3082191780822,08
03-01-07-01-02-02-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-07-01-02-02-01.wav,4.040268,93.81922425400687,60.41178003648684,07
03-01-04-01-01-01-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-04-01-01-01-01.wav,5.7870955,93.81922425400687,58.69168621318739,04
03-01-05-01-02-02-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-05-01-02-02-01.wav,4.227697,96.33234659575535,51.91329943805192,05
03-01-02-01-02-02-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-02-01-02-02-01.wav,3.6221578,103.74203773856766,59.221902017291065,02
03-01-07-02-01-01-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-07-02-01-01-01.wav,2.7065537,83.63745486578317,46.35223048327137,07
03-01-08-01-02-02-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-08-01-02-02-01.wav,4.396507,110.0945487907439,60.67278287461774,08
03-01-06-02-02-02-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-06-02-02-02-01.wav,4.178673,92.21508314299743,51.10143442622951,06
03-01-06-02-02-01-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-06-02-02-01-01.wav,4.8227315,90.66582716826696,50.9947116595316,06
03-01-02-01-02-01-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-02-01-02-01-01.wav,4.1319985,102.75438846867418,58.13356164383562,02
03-01-03-01-02-01-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-03-01-02-01-01.wav,4.2420545,101.78536717539716,58.75035340684196,03
03-01-02-02-01-02-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-02-02-01-02-01.wav,4.6478024,89.91008991008992,82.64235764235764,02
03-01-05-02-02-01-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-05-02-02-01-01.wav,4.293775,87.00993967713673,46.99057287889775,05
03-01-06-01-01-02-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-06-01-01-02-01.wav,5.6664433,82.48603751969068,54.46796810558152,06
03-01-04-01-02-02-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-04-01-02-02-01.wav,4.6977587,106.82360504939355,60.91988130563798,04
03-01-02-01-01-01-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-02-01-01-01-01.wav,4.2310367,84.82113931283097,76.64687588351711,02
03-01-07-02-02-02-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-07-02-02-02-01.wav,4.314167,82.36062323351238,48.40997483413407,07
03-01-06-02-01-01-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-06-02-01-01-01.wav,3.7805665,47.952047952047955,56.003996003996,06
03-01-04-02-02-01-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-04-02-02-01-01.wav,5.04698,96.33180956628387,54.85683703505486,04
03-01-05-02-02-02-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-05-02-02-02-01.wav,4.599141,81.12180946702783,42.74447949526814,05
03-01-02-02-02-01-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-02-02-02-01-01.wav,4.4992123,85.62848732916423,61.322549952426264,02
03-01-06-01-01-01-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-06-01-01-01-01.wav,3.181053,98.08373444737082,55.36784741144414,06
03-01-08-02-01-02-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-08-02-01-02-01.wav,4.059774,100.83386337244926,56.778711484593835,08
03-01-03-02-02-02-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-03-02-02-02-01.wav,5.1481104,91.43389297789818,50.03810007620015,03
03-01-04-01-01-02-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-04-01-01-02-01.wav,5.6379194,100.83386337244926,66.02240896358543,04
03-01-03-02-01-01-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-03-02-01-01-01.wav,6.252215,81.73644537280902,55.88555858310627,03
03-01-03-02-01-02-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-03-02-01-02-01.wav,3.041148,98.98381202240884,55.26532856750068,03
03-01-04-01-02-01-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-04-01-02-01-01.wav,5.6409645,102.75438846867418,74.82876712328768,04
03-01-07-02-01-02-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-07-02-01-02-01.wav,5.755877,73.09755986131768,50.877192982456144,07
03-01-05-02-01-01-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-05-02-01-01-01.wav,4.6391716,87.71707183358122,46.783625730994146,05
03-01-06-01-02-02-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-06-01-02-02-01.wav,3.231923,97.20042525186048,53.56371490280778,06
03-01-01-01-02-01-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-01-01-02-01-01.wav,4.2060256,110.0945487907439,61.8960244648318,01
03-01-06-01-02-01-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-06-01-02-01-01.wav,2.5442972,104.749492316552,56.997381437299964,06
03-01-08-02-01-01-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-08-02-01-01-01.wav,2.8436246,104.75012730050193,58.59761419842886,08
03-01-07-01-01-01-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-07-01-01-01-01.wav,4.528961,77.50894851575747,68.04443296305864,07
03-01-01-01-02-02-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-01-01-02-02-01.wav,4.275209,113.57063988642935,62.49211356466877,01
03-01-03-01-01-02-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-03-01-01-02-01.wav,2.709734,103.74266056698247,57.86743515850144,03
03-01-05-01-02-01-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-05-01-02-01-01.wav,4.892499,102.75438846867418,55.108447488584474,05
03-01-07-01-01-02-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-07-01-01-02-01.wav,2.7318468,76.84631271112724,67.23872950819673,07
03-01-04-02-01-02-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-04-02-01-02-01.wav,5.380341,97.19987850015188,56.371490280777536,04
03-01-05-01-01-01-01,01,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_01/03-01-05-01-01-01-01.wav,4.2627244,93.01023758517866,51.795401704985785,05
03-01-05-02-01-01-16,16,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_16/03-01-05-02-01-01-16.wav,4.5229034,90.66535145940784,47.92243767313019,05
03-01-08-02-01-01-16,16,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_16/03-01-08-02-01-01-16.wav,5.2420316,101.78476762678918,53.548204693242866,08
03-01-06-02-01-01-16,16,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_16/03-01-06-02-01-01-16.wav,3.879491,96.33234659575535,44.046026224244045,06
03-01-06-02-02-02-16,16,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_16/03-01-06-02-02-02-16.wav,4.1848884,85.6286570572285,45.71917808219178,06
03-01-05-01-02-01-16,16,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_16/03-01-05-01-02-01-16.wav,4.246106,92.21557525335268,48.66803278688525,05
03-01-06-02-01-02-16,16,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_16/03-01-06-02-01-02-16.wav,4.55042,80.27695549646279,41.77147444474178,06
03-01-03-01-01-02-16,16,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_16/03-01-03-01-01-02-16.wav,4.8444424,98.08373444737082,53.56948228882834,03
03-01-06-01-02-01-16,16,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_16/03-01-06-01-02-01-16.wav,4.100658,98.98381202240884,53.945559527082764,06
03-01-08-01-01-02-16,16,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_16/03-01-08-01-01-02-16.wav,2.3586645,87.29177275041827,56.91009601396567,08
03-01-01-01-01-01-16,16,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_16/03-01-01-01-01-01-16.wav,4.462005,96.33234659575535,54.37516724645437,01
03-01-05-02-02-02-16,16,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_16/03-01-05-02-02-02-16.wav,3.5916018,88.43579193023399,45.76271186440678,05
03-01-02-01-01-01-16,16,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_16/03-01-02-01-01-01-16.wav,5.8286247,97.20042525186048,57.208423326133904,02
03-01-07-02-02-01-16,16,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_16/03-01-07-02-02-01-16.wav,4.33599,87.00993967713673,45.80613971476916,07
03-01-05-02-02-01-16,16,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_16/03-01-05-02-02-01-16.wav,3.791953,94.6424072471547,50.10515247108307,05
03-01-07-01-01-01-16,16,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_16/03-01-07-01-01-01-16.wav,4.9785876,79.56636331990651,54.19098143236074,07
03-01-05-01-01-01-16,16,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_16/03-01-05-01-01-01-16.wav,4.6940484,90.66535145940784,47.393603626290606,05
03-01-06-01-02-02-16,16,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_16/03-01-06-01-02-02-16.wav,1.8225718,84.02821947704103,53.89355742296919,06
03-01-01-01-02-01-16,16,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_16/03-01-01-01-02-01-16.wav,4.527122,99.89998439062745,52.94117647058824,01
03-01-04-01-02-02-16,16,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_16/03-01-04-01-02-02-16.wav,2.227768,85.6286570572285,55.36529680365297,04
03-01-07-02-02-02-16,16,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_16/03-01-07-02-02-02-16.wav,4.1108956,87.0095015584167,46.79719603577472,07
03-01-04-02-01-02-16,16,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_16/03-01-04-02-01-02-16.wav,4.549424,94.64188889436585,54.495268138801265,04
03-01-08-01-01-01-16,16,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_16/03-01-08-01-01-01-16.wav,5.4731073,101.78476762678918,56.7995476392423,08
03-01-02-02-01-01-16,16,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_16/03-01-02-02-01-01-16.wav,5.404207,93.01073821890895,54.61121157323689,02
03-01-03-01-01-01-16,16,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_16/03-01-03-01-01-01-16.wav,5.6661887,97.19987850015188,54.85961123110151,03
03-01-02-02-02-02-16,16,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_16/03-01-02-02-02-02-16.wav,4.884301,94.6424072471547,52.83911671924291,02
03-01-02-01-02-01-16,16,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_16/03-01-02-01-02-01-16.wav,5.2011166,78.86867270596225,65.0105152471083,02
03-01-05-01-02-02-16,16,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_16/03-01-05-01-02-02-16.wav,3.7320611,92.21557525335268,48.02766393442623,05
03-01-03-02-02-02-16,16,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_16/03-01-03-02-02-02-16.wav,3.8635538,94.64188889436585,51.31440588853838,03
03-01-08-01-02-02-16,16,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_16/03-01-08-01-02-02-16.wav,4.699749,87.29124359712665,55.717195228396854,08
03-01-03-01-02-02-16,16,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_16/03-01-03-01-02-02-16.wav,4.1316624,81.73644537280902,53.02452316076294,03
03-01-07-01-02-01-16,16,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_16/03-01-07-01-02-01-16.wav,4.8293195,103.74266056698247,54.26512968299711,07
03-01-05-02-01-02-16,16,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_16/03-01-05-02-01-02-16.wav,3.669944,96.33234659575535,50.06689858175007,05
03-01-08-01-02-01-16,16,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_16/03-01-08-01-02-01-16.wav,4.7079225,102.75438846867418,54.5662100456621,08
03-01-07-02-01-02-16,16,/home/agarwal.aditi/mental_health/RAVDESS-nosil/Actor_16/03-01-07-02-01-02-16.wav,2.1257083,84.95408153231992,46.672958942897594,07
