start,end,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,PHQ8_Score,participant_ID
0 days,0 days 00:09:47.040000,32.49301,0.10539863,30.179935,32.0634,34.91147,4.731533,153.20302,251.17264,68.17994,229.62778,0.1806945,0.8513061,0.04159829,0.14061065,0.30252528,0.260927,2.6990151,1.6486043,2.1459115,1.637281,0.050069895,1.1810875,39.284966,0.37208268,-8.236486,-1.6520689,5.113414,2.5699272,-1.6542745,-7.4019322,0.019549837,2.4671173,0.9465259,1.0708874,8.642928,0.43754816,5.8006682,1.6301322,28.326546,0.314787,553.5201,0.33833736,1418.5905,0.14736368,-73.99078,-1.2544667,1516.9652,0.15522763,1073.8354,0.24332935,-79.89448,-1.064863,2495.4846,0.0977288,860.8431,0.34768936,-85.971344,-0.93892723,-16.112606,-0.44813368,27.29198,0.2760271,0.12787904,0.18717201,-0.019858144,-0.69413865,0.068726815,0.922111,47.2976,0.16515535,-9.427059,-1.4888734,3.8307064,3.8011205,-2.5260139,-5.279622,-8.962241,18.357092,0.09646449,-0.0033264388,0.015845336,2.3971317,1.7075046,0.30892998,0.2510521,0.16458,0.37181583,-37.836296,10.0,418
0 days,0 days 00:09:21.110158730,32.539124,0.12383351,30.454815,32.284195,35.265747,4.810932,211.32214,339.00388,63.531303,174.79253,0.17353341,0.7411154,0.054481592,0.14862199,0.2757038,0.22122219,2.738011,1.5890871,1.9360139,1.3939161,0.034256306,1.0205387,37.191795,0.3048782,-11.647322,-1.3365812,13.13321,1.1678199,-15.488852,-0.89038754,0.019200087,2.6489425,0.87657833,1.2465302,8.744956,0.5174361,4.591374,1.9684018,23.298086,0.41603383,572.727,0.32057068,1379.49,0.15789649,-58.435745,-1.4986318,1577.3394,0.14360093,1004.74567,0.4376488,-66.00515,-1.2153742,2620.726,0.10092501,864.9177,0.61488825,-70.5439,-1.0974617,-13.502964,-0.48144796,23.45281,0.33444953,0.13278957,0.17975576,-0.022410912,-0.6015823,0.040368665,0.911362,41.64385,0.17552744,-14.2854805,-1.0931137,13.998174,1.1867615,-18.961428,-0.70982814,-10.30658,19.379005,0.09766399,-0.010526737,0.018407006,2.966972,1.7864481,0.28077,0.23887345,0.10791,0.08654091,-41.4646,3.0,419
0 days,0 days 00:06:23.830068027,23.222448,0.14039999,21.542498,22.759573,24.33923,2.796732,256.67947,452.65298,80.8641,258.61008,0.10220117,0.7342755,0.04248992,0.08559734,0.15050425,0.10801433,1.7791582,2.0527346,1.0673343,1.3452466,0.022025712,1.5858759,38.121128,0.369588,-6.055408,-2.0120895,4.7908807,3.4249182,-0.48746145,-27.047003,0.016094824,1.7580085,1.0174115,0.8804314,4.19498,0.7301601,7.4574885,0.85133344,27.228735,0.3306643,514.9913,0.34393868,1418.4827,0.13326488,-97.555176,-0.9837294,1457.0625,0.1679249,1139.2108,0.2560704,-101.28407,-0.90576416,2421.3555,0.12410289,1004.3186,0.38807032,-107.008194,-0.80666053,-13.6886,-0.4749718,26.883457,0.27727002,0.0751395,0.2984997,-0.02103544,-0.6606913,0.02979153,1.3470615,47.368748,0.14877899,-5.7386737,-2.026916,0.9993804,17.884523,0.91427493,14.345138,-8.554012,17.318369,0.06847424,-0.0077406424,0.013624489,1.2586501,2.4080024,0.20568329,0.18209264,0.18991256,0.20780818,-46.14305,3.0,420
0 days,0 days 00:12:30.475328798,33.907337,0.17181991,32.150135,34.915745,37.672577,5.522442,282.6063,361.28372,111.218994,228.319,0.13222003,0.79234815,0.042670827,0.10376501,0.21083741,0.16816658,2.4262142,1.540794,1.7939879,1.3898951,0.030044608,1.1435474,33.011093,0.40222806,-9.824217,-1.6210434,7.979629,2.015752,-16.741005,-0.956969,0.03392862,2.1192858,1.02252,1.0762653,8.073785,0.66318375,5.8522425,1.6178033,26.225397,0.45421487,633.08954,0.2975226,1399.5071,0.16686931,-89.44783,-1.0541705,1629.8137,0.18691373,1088.9054,0.38628373,-90.84587,-0.9513943,2676.1272,0.1342743,872.1029,0.42407745,-95.50051,-0.86558867,-15.111722,-0.5387256,25.25026,0.41413504,0.13364983,0.18212754,-0.025640253,-0.6092412,0.040131755,0.94004554,40.105118,0.21795216,-10.834721,-1.5413882,7.1142626,2.5816703,-22.18816,-0.7527185,-7.7385426,15.62433,0.10263925,-0.01037785,0.0150608,2.7164912,1.3356484,0.22431,0.19006824,0.13934,0.18159173,-43.72093,12.0,422
0 days,0 days 00:07:13.089614512,30.600111,0.14045548,29.595856,31.286413,32.95581,3.3599548,256.1676,366.08878,111.8089,245.3998,0.17297202,0.72208303,0.06452077,0.14087905,0.27076373,0.20624295,2.4392433,1.4797611,1.842598,1.3872021,0.036799513,0.9834029,34.480984,0.36687878,-10.78625,-1.5743653,12.821293,1.3544395,-18.609175,-0.83892065,0.025309969,2.4381847,0.9891908,1.1130009,6.779137,0.73041934,0.6697403,12.552383,20.534386,0.63519585,527.40344,0.32968423,1411.6445,0.1652867,-66.41291,-1.3948324,1499.4955,0.15747693,1197.7742,0.3861883,-73.12247,-1.1697689,2491.0247,0.14916866,873.29956,0.5609645,-76.723915,-1.0826621,-12.090277,-0.6162554,22.229809,0.40573654,0.12881596,0.16173118,-0.024210403,-0.7022554,0.04493537,0.85620373,39.517323,0.20605683,-12.344778,-1.4551992,13.274637,1.4224656,-22.312376,-0.7060609,-7.729492,16.468245,0.10104856,-0.010945465,0.019981598,2.4647644,2.316638,0.27583,0.25246885,0.13483436,0.13703656,-42.24348,0.0,423
0 days,0 days 00:10:13.490022676,32.634716,0.14923286,31.636087,33.209564,35.204765,3.568678,375.26462,468.2697,85.908516,180.21107,0.110091,0.7650786,0.03725402,0.088868976,0.17374752,0.1364935,1.5909463,1.0005203,1.1912868,0.90197206,0.01812322,0.996676,35.911625,0.4130424,-9.572499,-1.5164356,7.3479443,2.0927103,-3.9617434,-3.1480901,0.024784815,2.5574076,0.8187296,1.1216203,8.893963,0.5052851,5.0280256,2.0522313,25.076105,0.40933338,655.2727,0.27353448,1333.3003,0.15710497,-79.81909,-1.1671007,1645.628,0.13284136,985.2748,0.29078448,-85.29351,-1.0108961,2607.0671,0.08588021,851.4171,0.3233346,-90.789345,-0.9033484,-15.189442,-0.49949622,26.21773,0.3416151,0.12380614,0.17723931,-0.020015804,-0.6764368,0.02318257,0.82993674,44.37246,0.18963633,-11.19535,-1.3650597,6.251887,2.7166085,-4.1788993,-3.2516046,-7.9823117,16.369852,0.102247186,-0.006791787,0.009688037,2.5388424,1.633907,0.25243,0.20063747,0.14833,0.14848277,-46.00221,6.0,425
0 days,0 days 00:05:40.630430839,23.816872,0.14957981,22.342415,23.923147,25.740843,3.398428,207.92104,257.87027,130.41206,255.66205,0.10943364,0.6628716,0.04739868,0.09473054,0.16423264,0.11683396,1.7293081,1.0377939,1.3877392,1.1028208,0.029163605,0.89705056,37.55969,0.4124524,-3.7081268,-3.490369,10.776397,1.430335,-3.2291477,-3.8297412,0.029926578,1.9881704,1.183512,0.8996265,3.5334163,1.102772,4.8397636,1.6418664,30.269749,0.32188815,513.6107,0.3555792,1396.6205,0.15847579,-93.726295,-1.018426,1481.805,0.18026689,1072.1736,0.26429492,-99.9593,-0.8895549,2506.6577,0.11566324,933.6087,0.3469746,-105.21851,-0.7992957,-17.003462,-0.4368298,28.586994,0.28024015,0.08647346,0.2606245,-0.022117203,-0.61073244,0.03766136,0.74271005,46.62993,0.19806708,-2.0419388,-6.036443,9.576529,1.7683226,-1.3649753,-8.406714,-8.825373,17.303995,0.07736034,-0.0077404105,0.019220656,3.2838984,2.9400513,0.17255254,0.15127027,0.14946666,0.1552266,-45.397118,20.0,426
0 days,0 days 00:05:22.400090703,30.43893,0.10273576,28.73186,30.338612,32.34147,3.6096096,201.36089,325.88336,75.48841,186.38051,0.07108402,0.6550906,0.03034384,0.061646447,0.10635716,0.07601332,1.1991887,0.795457,0.761519,0.6130184,0.011064576,1.1949447,34.79241,0.41511193,-6.2687874,-1.8665501,7.2516103,1.9653533,-2.4266896,-4.5630307,0.021315617,2.1534383,1.032035,1.0726329,7.6638055,0.52455616,-0.40096074,-13.127798,22.744827,0.35842696,577.1157,0.28425166,1401.8438,0.1440879,-124.81868,-0.7347846,1553.9952,0.15671872,1055.44,0.31774515,-128.03778,-0.675699,2554.613,0.11931593,918.706,0.3794886,-131.59845,-0.62446535,-13.499278,-0.468472,24.914886,0.3193594,0.11498376,0.19727765,-0.025592312,-0.543346,0.016791513,0.9490348,45.0785,0.17963643,-8.815383,-1.3072529,4.402582,3.803339,-5.5809913,-2.018719,-9.613059,18.05453,0.087027654,-0.013538411,0.0074048555,2.8477273,2.562189,0.14179611,0.10725912,0.21985881,0.27827528,-52.575943,5.0,427
0 days,0 days 00:04:09.440136054,26.458927,0.14226262,24.311016,25.797232,27.85339,3.5423737,162.08842,280.50366,89.14924,247.09482,0.14096378,0.89010584,0.03902411,0.111655876,0.22538602,0.18636191,2.5896094,2.2947962,1.7935933,1.8689387,0.03707204,1.8810271,36.869156,0.39804643,-8.453163,-1.4462842,12.554832,1.456612,-3.3862274,-4.254461,0.020940198,1.8631495,1.1288818,0.95108455,5.366723,0.62099123,1.506271,3.9379616,22.866161,0.36428097,493.0805,0.37311444,1350.6245,0.15841748,-76.341576,-1.2556318,1484.1251,0.16065893,1006.5328,0.29459673,-83.138306,-1.0717535,2438.7002,0.107114196,893.7546,0.37078086,-86.77427,-0.99227947,-13.89937,-0.46893466,23.165596,0.31892404,0.10867765,0.21238717,-0.022863217,-0.6172001,0.047512595,1.2355562,44.70603,0.2020524,-10.619668,-1.158319,12.301141,1.6614454,-3.7061102,-3.7347906,-8.301129,15.489693,0.08603686,-0.008737128,0.020246897,1.6394761,2.5241158,0.23366241,0.20450255,0.14730896,0.17631273,-41.093746,0.0,428
0 days,0 days 00:06:50.859682540,27.292685,0.1575355,24.647987,26.888754,29.93427,5.2862835,261.79358,354.76715,123.77084,265.14597,0.11082691,0.8576823,0.03287479,0.086584866,0.17492285,0.14204806,1.9719929,1.2693051,1.4739268,1.1529769,0.028517276,1.1649611,30.291336,0.5794915,-6.485961,-2.2188168,8.272516,1.9082081,-6.224974,-2.196638,0.0349385,2.0457675,1.281307,0.8047379,4.26923,0.9800064,2.3209918,3.915887,26.208214,0.4409188,535.401,0.3472389,1382.5762,0.16644372,-106.865845,-0.9007156,1515.9166,0.15614122,1096.3733,0.3195994,-111.279594,-0.8056966,2509.7776,0.10882259,974.25854,0.38264292,-115.48955,-0.73855275,-14.859263,-0.55696166,27.253473,0.36524016,0.103406765,0.24326767,-0.02042553,-0.80314314,0.04564773,0.8197826,42.875607,0.2254361,-5.599035,-2.724209,7.4063344,2.469196,-6.552551,-2.1868517,-6.1717997,14.8037615,0.09687003,-0.0010420072,0.014190708,2.3541179,2.3764212,0.19098562,0.17062823,0.20975181,0.45517254,-44.606216,1.0,429
0 days,0 days 00:06:40.704852608,22.958715,0.22370961,19.125164,21.847967,26.254984,7.12982,291.4803,467.90012,137.33524,262.52185,0.10226491,0.7093343,0.04340007,0.08805537,0.14767078,0.104270704,1.587752,1.1152287,1.226271,1.0066957,0.023684738,1.0326171,34.6193,0.4307744,-10.107284,-1.226678,6.436349,2.2776308,-4.6459465,-3.0821745,0.04203412,1.9258908,1.4431665,0.7188697,1.7374555,2.0745754,1.1239027,7.3502536,21.262955,0.5078482,538.61273,0.44324338,1292.336,0.15750757,-102.261894,-0.95067245,1490.9816,0.20796847,987.13165,0.20308518,-104.49334,-0.89176655,2490.2905,0.13530011,870.5046,0.3224013,-109.20078,-0.8105825,-12.266707,-0.58893687,23.108625,0.35742986,0.09608432,0.25978005,-0.018958593,-0.85978746,0.034167096,0.7934361,44.05977,0.19401625,-10.424808,-1.1602145,5.206259,3.0798771,-4.036314,-3.8387206,-6.5589085,15.551056,0.09034016,-0.004278584,0.01364217,2.7715244,2.5016887,0.16016,0.1448073,0.16861999,0.1832918,-46.699142,3.0,430
0 days,0 days 00:04:56.149750567,20.883543,0.10809799,19.81634,20.525116,21.44751,1.6311703,75.32753,121.373924,74.529915,218.39265,0.10453755,0.6569096,0.042018156,0.0935477,0.15807056,0.116052404,1.606854,0.9103261,1.189598,0.8063699,0.01914747,0.93571573,34.841618,0.40018785,-8.716653,-1.2376428,15.212272,1.1505066,-9.465151,-1.5272743,0.016670562,2.1996334,1.1351917,0.9306267,3.4239483,0.72361326,1.1914897,3.0115697,20.447502,0.3400944,481.2111,0.4248136,1264.138,0.1680431,-76.793976,-1.2656987,1450.3367,0.17763896,947.51013,0.30467278,-83.52125,-1.092962,2435.4294,0.13889866,827.1731,0.32718313,-87.28449,-1.0103173,-12.997129,-0.42628735,23.574173,0.3113543,0.09388703,0.23383293,-0.020850036,-0.69933784,0.02524751,0.7347462,42.487717,0.18043251,-10.248617,-0.98038226,16.343851,1.2002634,-13.313592,-1.0924374,-6.999682,14.874457,0.07337876,-0.0049944664,0.01002826,3.3540921,2.74543,0.20836003,0.14998397,0.13799748,0.13911794,-47.713673,10.0,433
0 days,0 days 00:13:33.926712018,24.773037,0.15718967,21.871199,24.135885,27.044142,5.172943,202.32056,386.5324,62.23646,199.09758,0.19268756,0.8667735,0.05680149,0.1399186,0.31222236,0.25542086,3.1162446,2.0154006,2.561433,1.994254,0.047208395,1.2458159,36.65866,0.36466956,-14.007952,-1.0932148,13.38412,1.3343035,-8.381813,-1.7021872,0.022867983,2.146262,1.2622683,0.91276914,4.298645,0.7833826,4.0941896,1.8789368,20.952785,0.53695697,494.19437,0.42208534,1275.1149,0.16209497,-63.714283,-1.4789903,1494.2944,0.17589614,927.069,0.32119632,-68.24338,-1.3088442,2501.4233,0.12497375,858.2867,0.36415142,-72.434784,-1.1918889,-11.675487,-0.60980034,22.425764,0.38251418,0.10407739,0.26380393,-0.01964319,-0.76363313,0.06292316,1.0285734,43.02323,0.1913037,-16.544792,-0.9219931,13.709928,1.4612914,-9.920432,-1.5437266,-7.389301,15.504931,0.080509074,-0.0068972674,0.01544711,2.6081495,1.231512,0.28297,0.22222087,0.14189,0.23705558,-38.939827,2.0,434
0 days,0 days 00:05:29.394693878,24.828371,0.11246682,23.278198,24.269081,25.796844,2.5186462,162.80771,241.95816,90.937004,240.59973,0.07097128,0.68288046,0.030161364,0.057495367,0.108935684,0.07877432,1.152204,0.62427616,0.8741708,0.58593345,0.011313559,0.89268315,32.53576,0.34030125,-10.3316765,-1.2578261,12.651353,1.1651083,-7.0040464,-1.7724931,0.026306797,1.9507397,1.2850906,0.8746554,3.7227669,0.8808207,1.3252871,3.6498272,17.506601,0.4654452,514.7036,0.4843643,1287.3724,0.15295793,-137.64459,-0.64951193,1505.1095,0.19095708,955.6077,0.2962636,-137.80699,-0.6314046,2566.8887,0.10709176,842.29767,0.3186611,-139.99216,-0.59975064,-10.428121,-0.5015663,21.591234,0.32173365,0.11556394,0.20390065,-0.016475877,-0.7732175,0.018401276,0.612642,40.173508,0.1395444,-18.65391,-0.6838545,14.313256,1.219735,-11.593762,-1.1763753,-10.0202055,19.69399,0.09470603,-0.009200848,0.00806112,3.688038,2.7421024,0.10395116,0.09091919,0.22979635,0.27236515,-53.87206,0.0,436
0 days,0 days 00:07:20.989659864,25.065187,0.15835798,22.209904,24.234463,27.371998,5.162094,168.82353,466.3386,75.08648,312.73224,0.07063291,0.62498766,0.031361014,0.062352777,0.104327254,0.07296624,0.93308854,0.5600984,0.6596771,0.4373799,0.012232599,0.93242913,36.779648,0.40798965,0.45290163,27.692705,8.07506,1.7212683,-0.13678597,-89.96128,0.016068524,2.1022491,0.89213705,1.0564743,5.998447,0.5331123,4.478002,1.6439391,30.096186,0.32718903,489.0656,0.36329576,1369.5054,0.15466438,-94.95733,-1.0145031,1440.6061,0.19393642,1076.8148,0.2594201,-101.654045,-0.87569135,2465.4236,0.13762842,887.2679,0.3750907,-106.66112,-0.79140556,-18.642971,-0.3945119,28.324863,0.27016658,0.09906537,0.27538955,-0.02484197,-0.6109636,0.015926117,0.7688717,46.504345,0.16536926,2.3741207,4.879003,6.8566356,2.240563,0.9555833,13.747339,-10.408655,18.47456,0.08442046,-0.008146973,0.008088624,2.8387656,2.2731407,0.20091999,0.18204004,0.172,0.16215558,-50.661762,0.0,437
0 days,0 days 00:15:12.705034014,31.875217,0.14892332,30.309189,32.18605,34.63862,4.3294296,256.37222,341.41357,117.50772,232.24461,0.16176699,0.77477175,0.05528362,0.13004196,0.25158313,0.19629951,2.6091619,1.7746103,1.9536654,1.5263402,0.04622003,1.1158886,36.988045,0.36929533,-9.988041,-1.4679576,9.22803,1.7892616,-10.666283,-1.3368928,0.038500436,2.0406702,1.1464679,0.9068306,6.341915,0.7785663,5.3738365,2.0081396,25.928673,0.43114752,562.1837,0.33879456,1387.645,0.16085258,-69.84345,-1.3108698,1558.0846,0.16215718,1029.1368,0.32716718,-74.457886,-1.1254251,2566.0483,0.10521957,890.8901,0.42969763,-80.01448,-0.99767274,-14.807562,-0.5230386,25.907387,0.3100642,0.1313692,0.18443383,-0.022259332,-0.6748953,0.058472265,0.95629835,42.854206,0.20647854,-11.322481,-1.3373704,8.694805,2.0590255,-12.140575,-1.2638294,-8.671539,17.762579,0.10656583,-0.009784029,0.020794911,2.5630608,1.0982374,0.24486,0.23119907,0.12246999,0.122373216,-40.733128,1.0,439
0 days,0 days 00:10:43.980226757,31.266981,0.11427791,29.68761,31.141953,33.027176,3.3395653,255.00603,439.33075,85.54101,179.05623,0.10610154,0.77328825,0.040939476,0.08537296,0.15896893,0.118029445,1.8896009,1.3574759,1.2740787,1.078791,0.019462243,1.3504636,34.683422,0.42854103,-9.217571,-1.6159333,8.171652,1.9342574,-11.581462,-1.169348,0.019817797,2.36812,0.96478903,1.0383795,7.236098,0.64187,2.3857646,2.6012135,23.237827,0.47787392,660.4712,0.26260123,1394.1027,0.16143866,-98.47164,-0.96623516,1631.1885,0.15706986,1021.546,0.362884,-102.12659,-0.8759474,2700.5137,0.1254577,809.2304,0.42413658,-106.77585,-0.7972755,-12.244633,-0.6532277,23.881498,0.41494215,0.12065192,0.17183138,-0.023633542,-0.7074073,0.026739815,1.0989412,43.138683,0.20744678,-12.236634,-1.25817,6.9323854,2.5612936,-13.818764,-1.0266241,-8.549184,17.074492,0.09425338,-0.013787078,0.011365926,2.342376,1.5565172,0.20558,0.18892774,0.15022,0.14124925,-47.0342,19.0,440
0 days,0 days 00:04:44.909886621,26.437918,0.1258725,24.657778,26.374008,28.147755,3.489977,242.83644,419.03088,72.81332,176.94133,0.07282363,0.68041235,0.029247772,0.06142826,0.1105297,0.08128193,1.1278741,0.6693323,0.82389706,0.53921205,0.013340858,0.93274873,31.329939,0.4363805,-4.925203,-2.3513286,11.051509,1.2470149,-7.0616426,-1.7270982,0.024579447,2.1558995,1.0288192,0.9403881,4.9084816,0.7450747,2.403149,2.6382053,25.9064,0.36841768,549.91907,0.33169317,1393.7048,0.15713528,-116.55263,-0.8197588,1558.6444,0.15987337,1065.5121,0.36904958,-121.26859,-0.7342722,2547.1003,0.11632551,973.8502,0.45426992,-124.31738,-0.6882233,-14.156164,-0.47860083,24.533157,0.35899863,0.117221065,0.1916477,-0.022988964,-0.6074652,0.020264778,0.6712503,40.811615,0.198816,-5.9942317,-2.015307,11.142409,1.4580328,-10.078567,-1.339256,-8.949283,17.26123,0.09578726,-0.009649395,0.008395445,3.408971,2.7762141,0.13980988,0.11860443,0.1964411,0.23016426,-51.98854,18.0,441
0 days,0 days 00:03:21.904716553,21.672518,0.2011239,19.274376,20.957417,23.221706,3.9473305,222.00186,451.11972,52.866634,156.69972,0.15443254,0.7918835,0.051640987,0.12174615,0.24039482,0.18875383,1.850291,1.2811301,1.4743054,1.267997,0.036362372,1.018283,39.112984,0.38137263,-5.3717127,-2.2810173,5.1319385,3.0177178,-9.983817,-1.2383906,0.017310517,2.0713172,0.9588279,0.98380536,3.8914578,0.7411716,-1.6410743,-2.5883524,26.288029,0.3172487,499.5714,0.38319978,1383.2357,0.15415697,-68.58635,-1.4573653,1447.9568,0.17593808,1089.1161,0.2174925,-76.34941,-1.2210996,2492.8086,0.120765984,977.5967,0.31532478,-84.22114,-1.0332043,-17.579996,-0.38796884,30.994183,0.26662087,0.11531118,0.18477316,-0.028538626,-0.48753902,0.048673388,0.8092825,47.62725,0.17216839,-3.4928758,-3.2573738,2.284504,6.987933,-10.215678,-1.1294678,-7.3411493,15.317088,0.09405422,-0.008915979,0.015564935,2.1248076,1.9416031,0.31222504,0.26379272,0.18537858,0.21768619,-39.20094,1.0,443
0 days,0 days 00:14:01.313106576,31.730225,0.13018839,29.758146,31.55611,34.030197,4.272051,280.52383,388.6,129.3337,328.40802,0.17531371,0.79257905,0.054702237,0.13834171,0.28256428,0.22786205,3.4045215,2.3903625,2.4278584,1.8898934,0.04484056,1.1105635,36.43129,0.41662112,-13.107341,-1.0414875,8.897041,1.8293539,-8.769386,-1.3706115,0.02689248,2.2117112,1.2266734,0.9391396,6.7775097,0.69352436,2.152354,4.0165153,21.677183,0.43377846,582.02484,0.31866586,1448.8774,0.16659251,-77.37225,-1.1950309,1569.5349,0.14712913,1118.9276,0.3577324,-81.33959,-1.053679,2505.1277,0.10370697,958.648,0.4301056,-85.81921,-0.9594207,-12.216698,-0.5242781,23.321121,0.3415146,0.12608829,0.17846055,-0.022911623,-0.60084695,0.0583288,0.9195912,43.78563,0.226304,-15.814391,-0.83997744,8.232089,2.1752791,-9.77386,-1.2751876,-7.56227,16.273361,0.10064577,-0.009698733,0.021032616,2.8961508,1.1914265,0.20867999,0.17671293,0.124350004,0.13469596,-40.68917,7.0,444
0 days,0 days 00:05:10.384988662,24.396711,0.11816248,22.685411,24.098412,25.74379,3.0583782,247.07182,349.2536,27.959463,63.51513,0.17057653,0.6760288,0.06334689,0.14859465,0.2710237,0.2076768,2.142477,1.0359982,1.8061123,0.9988426,0.037418004,0.839376,41.54963,0.36569506,-11.971056,-1.0302399,5.464627,3.3603442,2.5983222,5.719903,0.016122289,1.6631794,1.0604564,0.84933615,4.682762,0.6326486,1.4855939,3.5373082,21.333902,0.4478309,489.83154,0.412002,1339.5383,0.15477324,-54.636482,-1.5985335,1445.1647,0.17079812,1066.0496,0.22732118,-60.659607,-1.3661375,2385.3337,0.12576036,953.88855,0.3060345,-66.94671,-1.1796242,-11.972179,-0.5379934,23.21388,0.32103038,0.09314385,0.25687677,-0.019850053,-0.7072251,0.046167225,0.67607534,48.437435,0.18645962,-13.0030985,-0.90951467,2.8028512,6.7701645,4.9959006,2.878348,-5.871486,14.204312,0.08398863,-0.0047421255,0.014363757,3.3907065,2.2738285,0.30832386,0.23911718,0.11500738,0.1538589,-41.34758,1.0,445
0 days,0 days 00:09:38.553786848,29.51354,0.13138068,27.676365,28.768635,31.35081,3.6744442,198.44687,379.98068,129.2261,345.44666,0.089890756,0.668467,0.038064823,0.07697772,0.13547412,0.09740929,1.4051934,0.9198248,0.9102527,0.63993365,0.01764203,0.9714886,34.547554,0.41803232,-4.6995697,-3.0120704,11.770974,1.3596649,-6.422839,-1.8898561,0.023923293,2.5115628,1.0756109,0.9481464,6.886257,0.5926243,6.7460585,1.2227255,29.00589,0.3642398,630.2539,0.3046137,1349.3182,0.15608528,-95.21695,-0.9937424,1621.9818,0.15079787,983.2248,0.34389848,-100.55904,-0.8747679,2654.919,0.09958351,806.30817,0.39944673,-104.74382,-0.8034167,-15.626584,-0.52043843,27.131187,0.3458806,0.1180422,0.19617423,-0.022754041,-0.7104098,0.023551442,0.7877098,43.027332,0.18888448,-5.17001,-2.842305,11.976003,1.4898841,-7.061779,-1.7682393,-9.447538,18.410538,0.10006024,-0.009683689,0.010691676,2.9693537,1.7325919,0.19,0.14432947,0.16746,0.16780038,-48.919662,0.0,446
