start,end,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,PHQ8_Score,participant_ID
0 days,0 days 00:03:49.520136053,21.24503,0.16248348,18.797035,20.257404,23.270834,4.4737988,223.03845,372.173,87.75931,171.12047,0.09887447,1.4517075,0.012927595,0.02494351,0.17514753,0.16221994,3.242597,2.8784742,2.5552034,2.2758205,0.02953651,2.06992,27.451138,0.57434523,-5.331766,-1.9282434,6.2497606,1.9839102,-2.4810052,-4.1791563,0.024344565,2.196723,1.2369261,1.0060852,3.0334659,1.1621407,0.23297183,31.396523,25.879366,0.4035074,513.0007,0.37165168,1385.5907,0.15438378,-142.5644,-0.64347136,1478.0785,0.1599129,1091.4253,0.26518446,-145.80815,-0.5908111,2475.5205,0.11836611,1003.2339,0.34746107,-148.52081,-0.55098784,-15.629538,-0.42043844,27.119375,0.2662008,0.085652456,0.27893126,-0.023391526,-0.5661106,0.0812673,0.98547536,48.217373,0.18215518,-8.385411,-1.6117705,12.22879,1.3877542,-3.9845278,-3.6797507,-6.5761857,14.721795,0.08085912,-0.0031403368,0.009014663,1.2707978,0.9565825,0.28630134,0.2799242,0.76521325,1.7913615,-40.42348,3.0,318
0 days,0 days 00:03:44.469795918,23.253014,0.17031027,19.896034,22.494982,26.718208,6.822174,198.71632,260.16553,78.942345,144.55013,0.09924657,0.757622,0.041312464,0.08559475,0.14104891,0.099736445,1.4542781,1.3861853,0.91305226,1.1928228,0.01965951,1.6539834,35.5427,0.41194752,-9.083148,-1.2967792,13.852934,1.1188288,-0.22413678,-63.51192,0.028118866,2.687827,1.0635539,0.97543406,3.9559386,0.88214093,4.720443,1.3883735,24.325851,0.36557546,485.58408,0.36895472,1315.1947,0.16224301,-92.449265,-1.0672082,1459.1138,0.16272739,1032.0148,0.26501572,-98.86378,-0.9301798,2400.8342,0.1148676,965.35034,0.3066846,-101.878815,-0.8749831,-14.364746,-0.46633402,23.45835,0.32971063,0.09689041,0.23910132,-0.022887912,-0.62516886,0.025681557,0.7765687,44.837173,0.17823479,-7.970085,-1.4978889,14.29738,1.2144994,-0.076682396,-166.37485,-6.255485,13.33759,0.08198841,-0.0047404952,0.012793311,1.0359455,2.2063422,0.23121457,0.2000702,0.20156187,0.2474451,-46.625698,13.0,319
0 days,0 days 00:04:09.249750567,31.952564,0.15741059,29.549618,32.356525,35.47129,5.921673,220.69186,301.20273,113.01794,268.94873,0.15435924,1.159452,0.024108777,0.08562282,0.25422856,0.23011978,3.262965,2.5170867,2.717081,2.552978,0.044674892,1.5689238,32.17215,0.42925614,-7.6965413,-1.780225,9.7109995,1.4179265,-9.56332,-1.3693323,0.02891369,2.4110491,1.0432703,1.0000433,7.462055,0.59957534,6.04431,1.4237989,27.28613,0.3904003,551.5024,0.34124845,1406.619,0.16674268,-109.84141,-0.8771239,1541.923,0.15980087,1055.1141,0.3493438,-110.799965,-0.80796796,2564.6165,0.10967809,973.0646,0.45734757,-114.75784,-0.7454196,-15.001912,-0.5047589,26.394156,0.35560092,0.11989708,0.24026069,-0.024734404,-0.5774551,0.07781541,1.0675448,42.417496,0.21523683,-8.967093,-1.7511117,11.232025,1.4385127,-14.904363,-0.98694575,-7.4713116,15.822358,0.068062395,-0.008082368,0.013023111,1.8498411,1.9145684,0.2445378,0.21591613,0.26885462,0.27649388,-38.762554,11.0,320
0 days,0 days 00:04:50.450294785,30.744558,0.103171594,29.736118,30.931446,32.12571,2.3895912,311.2816,517.3371,75.94843,188.15753,0.058668684,1.123574,0.013696451,0.025367085,0.10319202,0.08949557,1.4385896,1.0948995,1.192152,0.9278341,0.010660602,1.6795508,24.900265,0.6017285,-6.918381,-1.5443406,3.7274594,3.3914082,-4.879011,-1.9986941,0.023006026,2.236859,1.0924375,0.9825696,7.2780495,0.5324208,4.781692,1.6725725,28.529188,0.37527475,611.1683,0.2854288,1408.664,0.14925323,-144.69354,-0.60354704,1589.0132,0.13955188,994.2404,0.3635145,-146.82742,-0.5612708,2647.1348,0.10153947,797.5646,0.4194656,-149.54169,-0.523104,-14.19505,-0.49049276,26.50776,0.3654744,0.12921835,0.16464674,-0.022077728,-0.60797423,0.026857518,0.8781307,43.273792,0.21237785,-8.273214,-1.6464014,9.585258,1.7735339,-9.177406,-1.3349648,-5.39206,13.853772,0.09516159,-0.0030786393,0.004088895,1.590862,1.5222119,0.1796145,0.12676719,0.4693706,1.1308573,-50.2631,20.0,321
0 days,0 days 00:07:57.127437641,24.749626,0.16749431,23.290651,24.964672,27.245699,3.9550476,268.15356,348.28693,125.33165,250.02808,0.11936174,0.72368103,0.04100807,0.10371133,0.18388471,0.14287664,2.0469644,1.2038655,1.6378263,1.1303697,0.03716506,0.91509944,36.9947,0.40789056,-1.5670886,-8.625906,16.465925,1.0266936,-0.63940066,-22.278841,0.041657623,2.0850952,1.3775728,0.82003134,3.7095037,1.0260044,4.73639,1.5505583,29.497738,0.3392659,465.79666,0.30889267,1315.5457,0.14022814,-73.760544,-1.2582837,1471.2755,0.16388758,1035.1115,0.2834888,-83.52373,-1.0142457,2443.2366,0.10990484,936.6408,0.3274291,-87.32297,-0.93684894,-18.599619,-0.4282864,27.240444,0.30126327,0.0884688,0.27710712,-0.02498925,-0.58445257,0.048516836,0.7128926,45.24885,0.18599822,0.08443911,156.54198,17.753222,1.0072826,0.92862755,14.5572195,-8.112175,15.670672,0.07958246,-0.0046808054,0.01710777,3.5081823,2.1009727,0.23858999,0.19032733,0.12865,0.11899187,-43.149582,5.0,322
0 days,0 days 00:04:34.899863946,21.086422,0.1367297,19.134996,20.709236,22.591843,3.4568462,142.46623,271.4965,53.08211,159.84393,0.11831012,0.7088412,0.036487382,0.107592426,0.18920815,0.15272076,1.6535512,1.0003692,1.1890638,0.87536806,0.026811905,0.9303416,33.918224,0.39719522,-8.073376,-1.3417864,12.965063,1.0695777,-1.7745152,-8.47552,0.025639808,1.7809544,1.2844015,0.7902797,2.5808463,1.0526112,4.086193,1.866063,21.940626,0.37581357,456.5094,0.3756027,1293.6884,0.164894,-86.2619,-1.1279286,1418.626,0.15155457,962.44727,0.2710746,-91.90163,-1.0024124,2451.1375,0.09227902,844.88165,0.35676214,-95.91404,-0.9233965,-12.617853,-0.4668173,22.88662,0.30460852,0.07614513,0.3638502,-0.017560272,-0.72816277,0.037629455,0.63585955,42.351,0.17375076,-8.118436,-1.2919682,15.02743,0.96187466,-2.0959663,-8.281467,-6.394679,14.802477,0.068991266,-0.002430268,0.01312682,2.3882449,2.1370482,0.25435153,0.19810623,0.19554591,0.2302242,-45.440983,5.0,324
0 days,0 days 00:08:34.750158730,32.667175,0.09504257,31.360065,32.349983,33.938805,2.5787392,250.5559,449.28146,73.60766,153.79341,0.15150896,0.6982436,0.057443023,0.13090776,0.23479784,0.17735481,2.592217,1.6492151,2.189771,1.62867,0.037155095,1.0369805,36.999374,0.44856694,-8.684412,-1.6935425,7.5790877,2.2135682,-6.768038,-1.9717809,0.01907504,2.308397,0.8891292,1.0736581,8.229762,0.49588996,5.3521013,1.6134646,26.895748,0.36109057,608.4832,0.29261655,1379.087,0.16091481,-69.51702,-1.2727368,1594.0723,0.15862124,999.1916,0.333804,-75.524536,-1.0755558,2606.4934,0.098830335,822.0808,0.3708213,-81.39762,-0.94825363,-14.679991,-0.52148527,26.309626,0.35580802,0.12174251,0.21557857,-0.02384744,-0.64354163,0.045365147,0.88955224,45.08259,0.23997715,-8.901059,-1.6707013,7.035984,2.5806484,-7.2965746,-1.9335563,-5.6006594,14.401422,0.08577078,-0.005140189,0.01925968,3.016142,1.947344,0.24177998,0.1890392,0.11055,0.13691078,-42.05756,10.0,325
0 days,0 days 00:02:48.510113379,23.394234,0.11470276,21.437536,23.036066,25.084826,3.6472893,199.77771,296.43765,41.401558,50.875263,0.14417717,0.7437993,0.050406937,0.12200924,0.22389662,0.17348969,2.191615,1.7972028,1.558943,1.3423139,0.03470222,1.1577628,36.412224,0.4068683,-7.7966647,-1.5318803,15.623349,0.85424185,-3.2169518,-4.241876,0.020697344,1.8042321,1.0571923,0.93112236,4.269211,0.733624,5.585209,1.3399999,27.567684,0.30931854,485.73764,0.38057274,1335.211,0.14703141,-80.408966,-1.1793516,1463.5928,0.172123,1018.6076,0.25203463,-86.807205,-1.0247953,2474.1143,0.11691237,904.8039,0.35194612,-91.49698,-0.92996126,-15.654977,-0.4474304,25.49921,0.2739246,0.07879127,0.33211222,-0.020756956,-0.7073317,0.046516754,0.9619032,45.362656,0.17970611,-7.246538,-1.7175812,17.249277,0.817001,-2.2147489,-6.286608,-6.428636,14.240895,0.06903968,-0.0044339006,0.016671406,2.1890428,2.3207378,0.24966666,0.24082787,0.16452631,0.19433568,-41.469902,2.0,326
0 days,0 days 00:04:26.572108844,33.497295,0.09245972,31.900055,33.310608,35.27612,3.3760643,363.5979,502.29825,34.757515,54.32772,0.15071559,0.843887,0.04650116,0.11583955,0.23972444,0.19322328,2.1558282,1.3175726,1.7452705,1.2839671,0.028353637,1.1191024,34.836105,0.4289742,-11.755442,-1.2362264,8.328506,2.022412,-15.8867035,-0.9062203,0.02053695,1.985376,0.970926,0.947459,8.667751,0.4575762,4.336835,1.744204,24.9468,0.3948433,585.0745,0.3101873,1443.707,0.15914614,-73.98291,-1.2554551,1582.2357,0.15598044,1137.9554,0.38041958,-78.5133,-1.0928719,2595.6272,0.1322447,996.32697,0.48083973,-83.781624,-0.97768915,-12.815629,-0.53829515,24.796045,0.34987828,0.13297419,0.17572251,-0.022917725,-0.6177347,0.037817582,0.9092263,42.428333,0.19608456,-14.68374,-1.0033275,8.295644,2.3063834,-20.288471,-0.7180627,-7.855,16.667166,0.10299223,-0.0060273707,0.011558672,2.5756724,2.290421,0.275353,0.20304555,0.14379832,0.38187507,-42.192383,4.0,327
0 days,0 days 00:11:04.260090702,27.38947,0.14452203,24.740086,26.838118,29.434507,4.694422,188.95345,373.16586,89.68313,228.15468,0.20915733,0.9277903,0.049100697,0.1520868,0.3444172,0.29531652,3.6543095,2.4502614,3.1463673,2.4903276,0.06543443,1.2663987,33.001266,0.4877535,-12.35466,-1.1829648,15.521805,1.1557344,-7.9311614,-1.862982,0.023677567,1.8343912,1.25892,0.8550284,4.9558845,0.76277304,0.32453614,25.782335,20.626848,0.5380707,539.858,0.45124716,1288.7714,0.18382655,-83.03875,-1.176868,1559.7114,0.18189874,921.74286,0.32606548,-86.797905,-1.0488799,2569.9905,0.10614852,846.2893,0.34410858,-89.38057,-0.9941859,-12.840936,-0.5760807,22.684673,0.38554808,0.11803436,0.23594926,-0.022146404,-0.6831069,0.09602568,0.96643734,42.11935,0.21997555,-14.68796,-1.0170664,17.942373,1.1201191,-9.228579,-1.7375937,-5.6093726,14.004337,0.0945492,-0.0039523114,0.023023339,2.6465883,1.5090011,0.25226,0.22159614,0.17871,0.4236167,-36.34524,4.0,328
0 days,0 days 00:03:12.150113379,20.95551,0.19675739,18.199532,20.13055,22.769562,4.57003,250.37485,500.67728,94.725426,141.43457,0.14787908,1.049933,0.04490787,0.09533376,0.20957431,0.16466644,2.6449714,2.1847782,1.563421,1.5127628,0.03229554,1.191253,33.823395,0.4347207,-14.616319,-0.88063747,13.228505,1.0714225,-10.040873,-1.5180339,0.025387075,2.4742305,1.1052237,1.0835633,2.3483047,1.6603544,2.4784815,2.006088,18.587248,0.45345476,485.05887,0.39139122,1320.4824,0.18536203,-110.15174,-0.90869695,1448.2861,0.14194822,982.3732,0.28657988,-113.13096,-0.8473308,2501.6135,0.102573894,926.5375,0.453408,-116.77596,-0.78560114,-10.05809,-0.57445514,21.177944,0.3215798,0.09312313,0.21295284,-0.016659277,-0.75193197,0.046476606,0.9654773,43.92535,0.19307266,-17.687597,-0.708885,13.715213,1.1751649,-12.726387,-1.3087754,-5.818101,14.186177,0.08385486,-0.007297564,0.021196889,1.4919145,2.040284,0.20352942,0.24491727,0.25620347,0.41211462,-40.86004,12.0,330
0 days,0 days 00:06:42.790249433,24.53637,0.12612987,22.35825,23.915127,26.438263,4.0800133,153.5947,263.32,58.82996,138.35892,0.19896086,0.84124666,0.05936991,0.14917193,0.32235798,0.26298806,3.2215908,2.047904,2.9245267,2.0267043,0.05227351,1.1198491,36.170803,0.4022144,-15.259855,-0.8183641,9.759342,1.738584,-4.7546134,-2.9556158,0.02137695,1.8451035,1.2819211,0.82029265,3.9303522,0.8216781,3.0268564,2.169294,21.548075,0.45299986,593.575,0.4683181,1297.8293,0.17297827,-77.899994,-1.2300752,1567.5343,0.19184878,1002.5621,0.24811506,-80.11041,-1.1453803,2556.6228,0.14726566,897.08606,0.3471302,-85.37935,-1.0268391,-9.7790985,-0.60686666,22.252415,0.34467325,0.10309624,0.27438056,-0.012394899,-1.1285137,0.07197293,0.8918679,43.676132,0.19311598,-18.007126,-0.6775084,9.658065,1.9055954,-4.1024575,-3.3125093,-5.237892,14.913213,0.085446544,-0.0030179617,0.020706462,3.150351,2.389189,0.24700001,0.2118625,0.15389125,0.18264957,-38.72537,8.0,331
0 days,0 days 00:06:53.190204082,23.335033,0.15346366,21.777258,23.113907,24.87959,3.1023312,310.68317,534.07916,112.723946,278.27252,0.16533138,0.8439601,0.03758002,0.12808809,0.27830738,0.24072737,3.1293411,1.7608099,2.438049,1.6413544,0.050572474,1.0297908,35.916405,0.46642187,-11.483868,-1.1623714,7.9663205,1.956504,-9.075992,-1.9168016,0.037500132,1.6844287,1.4424173,0.85367495,1.8536688,2.0806565,0.13238788,40.497784,22.021795,0.43167943,503.44922,0.44020882,1330.5404,0.1506798,-103.39793,-0.94555634,1452.9955,0.19375563,1001.5248,0.2359478,-106.397415,-0.87591994,2507.7944,0.11401033,844.2109,0.35127515,-111.13786,-0.79549026,-12.568792,-0.5887998,23.579197,0.35814348,0.10174946,0.22369687,-0.021730993,-0.790061,0.0710483,0.7642761,45.79554,0.2089973,-14.43122,-0.9891008,9.096692,1.89789,-10.773602,-1.8712543,-7.424445,16.666803,0.08902811,-0.00742324,0.031496547,3.437318,2.4261246,0.14998999,0.13178045,0.15965,0.18430793,-40.49634,5.0,333
0 days,0 days 00:07:11.159727891,33.17168,0.14588681,31.93194,33.467926,35.799187,3.8672466,304.37067,420.7526,151.6153,319.43686,0.15172002,0.81772226,0.043594155,0.121084474,0.24593858,0.20234443,2.9158502,1.9784232,2.2934284,1.6826884,0.039223548,1.2064515,32.757687,0.49569473,-13.563474,-1.053924,8.591747,1.9414897,-11.373189,-1.2972234,0.03236565,2.2907639,1.061921,1.0023941,7.331926,0.70809364,3.9028187,2.4807136,21.766216,0.52632415,634.9346,0.29874095,1426.1062,0.17118709,-90.3358,-1.0381858,1616.2246,0.17205398,1082.9381,0.37321773,-92.208595,-0.9450328,2619.7822,0.12547833,862.8432,0.41234618,-96.126785,-0.8722131,-12.679396,-0.55580425,23.22671,0.38903114,0.12480191,0.20355627,-0.022803666,-0.6816788,0.05231316,0.9874587,42.07661,0.23908344,-15.144715,-0.98784786,9.456179,2.0039208,-14.059221,-1.1667663,-5.274215,13.368068,0.09802348,-0.0055161477,0.02201248,2.9616199,2.3249326,0.21209998,0.1882116,0.15178,0.4037227,-42.2875,12.0,335
0 days,0 days 00:06:25.567437642,22.828512,0.15146308,19.976177,22.043852,25.32954,5.353363,181.77655,447.80936,27.546953,48.772408,0.12736657,0.9782593,0.029559815,0.08852774,0.19917521,0.16961539,2.0436687,1.6211451,1.3415942,1.1324657,0.023614284,1.3132288,34.913498,0.4605809,-7.2542896,-1.6917249,17.090307,0.9697679,-4.8162727,-3.0527709,0.012666802,1.6635662,0.9662216,1.064654,5.03621,0.58041674,-0.79053485,-5.2065587,21.690159,0.38307077,434.39996,0.3322551,1263.2404,0.1491881,-83.255295,-1.1848092,1401.7589,0.15018831,947.4002,0.26884553,-91.03399,-1.0063443,2443.0684,0.08532831,817.3663,0.31034,-94.419205,-0.93923473,-14.8912735,-0.41822696,23.986458,0.31235972,0.094567336,0.27451605,-0.022266965,-0.5957676,0.034773625,1.0184281,45.277782,0.17129299,-9.080953,-1.367699,20.981855,0.8376814,-5.8969398,-2.481781,-7.498303,15.504647,0.080752224,-0.0023697086,0.008975999,1.9782677,1.9525766,0.28458056,0.21882588,0.21047361,0.43781066,-41.398067,7.0,336
0 days,0 days 00:04:39.749977324,31.21085,0.12569065,28.981764,30.718313,33.463413,4.4816494,268.67398,430.56924,71.11961,150.2626,0.2886402,0.8255653,0.07968897,0.23065329,0.4742901,0.39460114,4.0573087,2.1997461,3.7153084,2.5242388,0.07706565,1.0936583,35.92488,0.35972294,-16.861069,-0.8104488,9.103881,1.8865771,-16.532574,-0.8456995,0.021938665,2.4002314,0.9761102,1.0924351,7.1050367,0.60008276,0.45830432,15.3728285,19.59306,0.45309433,479.66864,0.36285275,1302.5753,0.16707572,-62.604122,-1.4499984,1469.4274,0.15895377,938.3235,0.31369835,-66.69012,-1.2678088,2474.034,0.09198158,845.4152,0.41403288,-72.196266,-1.1213293,-10.851105,-0.51265615,22.648987,0.35434777,0.12596065,0.18446305,-0.02239569,-0.6327177,0.09859781,0.9023454,41.75732,0.18971902,-18.752287,-0.74852,9.399579,2.015548,-19.80885,-0.7039105,-5.5313983,14.31461,0.0957809,-0.006392277,0.027946757,3.0383375,2.2218242,0.30424193,0.24022827,0.12942953,0.22176479,-34.784996,15.0,338
0 days,0 days 00:06:59.055827664,18.8999,0.20955281,16.338737,17.930626,20.395672,4.0569344,256.28412,408.86496,101.45941,253.17746,0.13082162,0.8217316,0.03277184,0.102587104,0.21857744,0.1858056,2.0850132,1.2335677,1.6395429,1.149645,0.041702382,1.0096921,34.471275,0.45721403,-8.896999,-1.2247123,9.641075,1.5906965,-7.534656,-1.8517977,0.037058827,2.4137113,1.4098431,1.0121163,0.887058,3.8521087,0.62878335,7.954984,22.890244,0.35098052,457.7888,0.36905423,1254.2501,0.14054912,-85.36425,-1.1739298,1402.7854,0.15820396,965.17365,0.23381287,-90.96639,-1.0399562,2393.5405,0.11132353,857.0554,0.3292722,-96.318924,-0.9332146,-13.883699,-0.41984624,26.05528,0.2689119,0.07490171,0.31477463,-0.017553337,-0.86259294,0.060372908,0.67293984,44.948578,0.18823634,-9.732005,-1.1913261,10.783725,1.5594667,-8.713684,-1.7398227,-6.1678476,14.652274,0.07053071,-0.0028088482,0.018226242,2.7769141,2.3921728,0.21540001,0.17471077,0.17233999,0.17595717,-43.00009,11.0,339
0 days,0 days 00:02:51.392154195,20.249466,0.24591623,17.462053,18.985228,21.404688,3.9426346,273.85757,459.6701,145.41975,289.119,0.16392197,0.83117145,0.043577213,0.13124003,0.26243648,0.21885927,2.5577888,1.7501607,1.8284559,1.3587179,0.052447226,1.0669794,34.92604,0.41203365,-9.533024,-1.1715398,10.874072,1.4660368,-8.690859,-1.5377913,0.031054083,2.3447042,1.5382116,0.86289996,1.6242943,2.0386977,0.5394042,12.099437,18.492847,0.47651508,472.87863,0.4231089,1250.0552,0.1453309,-80.9146,-1.2335172,1430.7478,0.16908146,945.6899,0.24433735,-85.87371,-1.0963006,2415.2449,0.11823038,816.9633,0.3576274,-90.55633,-0.9959621,-12.821092,-0.44900674,24.446318,0.3171615,0.09154982,0.24096707,-0.018904487,-0.74216807,0.07207342,0.7848352,43.139606,0.19138919,-11.095272,-1.0208054,11.925325,1.4957776,-9.38316,-1.4200103,-6.7245746,14.736203,0.08062343,-0.006133021,0.025414238,2.4387393,2.3341522,0.23731828,0.22226457,0.17265984,0.20103335,-39.887737,1.0,340
0 days,0 days 00:06:25.110204082,32.942276,0.14535958,30.65415,32.107796,35.32774,4.6735897,264.65726,408.79498,94.42128,174.31436,0.09000592,1.1849011,0.0151953325,0.037959844,0.16268228,0.14748695,2.3450391,1.9737748,1.7527251,1.5838907,0.02192581,1.8485867,27.413595,0.5249372,-6.7248363,-1.6489835,3.4109054,3.990141,-5.8181176,-1.6929109,0.025388038,2.3436606,1.1325654,0.89120847,7.4941835,0.5970435,3.8992143,2.1111686,27.77394,0.40032533,661.7425,0.26457348,1374.4835,0.1659677,-140.32704,-0.6310436,1640.8348,0.14659761,997.07446,0.32512572,-141.33604,-0.590286,2645.571,0.09284507,819.9171,0.35826698,-144.22412,-0.54925835,-14.880937,-0.5252666,26.084003,0.35948464,0.12186234,0.19188203,-0.025159605,-0.611144,0.052679487,1.0329522,43.32716,0.25447607,-7.3955827,-1.8950275,4.319708,4.5191617,-10.253487,-1.2265209,-6.0441504,14.041924,0.084971346,-0.005268537,0.007032405,1.4991411,1.460329,0.21319072,0.17259987,0.46990708,1.0087061,-44.433876,7.0,341
0 days,0 days 00:03:57.049659864,22.403141,0.15945563,20.395777,21.803345,23.888247,3.4924698,381.18506,749.2004,58.31556,126.75267,0.08470325,0.6513114,0.04004337,0.072786756,0.12093173,0.08088836,1.0427055,0.7330962,0.71191156,0.59378874,0.013554327,1.0411208,34.460785,0.47897953,-8.753296,-1.264318,7.9713273,1.7960812,-6.8477516,-2.0560176,0.015051659,2.1177576,1.102169,0.77287126,3.7573607,0.65791947,0.17506568,34.82339,18.801311,0.4254538,475.1097,0.42789972,1313.6742,0.13987306,-116.44677,-0.8289645,1415.8225,0.19632052,1004.7478,0.22029506,-118.86918,-0.7813575,2430.8877,0.10798537,843.06177,0.246028,-122.93875,-0.7157066,-11.484504,-0.54015607,21.778292,0.32786316,0.1015548,0.17745894,-0.02085732,-0.68965966,0.02036869,0.74801975,45.425854,0.1755558,-11.974205,-0.8600641,4.5566382,3.3128488,-5.610334,-2.3021219,-7.2130656,15.230149,0.0888947,-0.008873476,0.008711519,2.460888,2.3345315,0.16742754,0.1403305,0.23211268,0.25179732,-50.752743,9.0,343
0 days,0 days 00:10:04.249886621,20.526598,0.21331507,17.621305,19.50995,22.304436,4.6831303,231.33908,313.3311,99.57929,221.17183,0.38161257,0.94308,0.100840926,0.2716586,0.6036018,0.5027609,6.8753953,5.0473886,5.5918875,4.703723,0.16330335,1.1835774,39.90719,0.3182028,-16.84546,-0.88893026,16.553053,1.2005525,-6.8896275,-2.0169027,0.03612441,2.0884566,1.656926,0.8500087,0.9958065,3.7274055,-2.4994278,-2.1948335,16.555317,0.5686522,527.4484,0.42497474,1271.5851,0.14997725,-61.12052,-1.5401549,1536.3558,0.1782835,938.14343,0.29289883,-66.99831,-1.3279754,2519.1042,0.12072224,906.90894,0.31970736,-70.59057,-1.2249267,-11.908131,-0.5674633,21.243633,0.37642393,0.084374286,0.30992404,-0.022951514,-0.65753996,0.2081423,0.9705844,45.52827,0.17902477,-18.350208,-0.82977617,18.111547,1.1792487,-6.475348,-2.1906796,-7.1072345,15.499594,0.06886361,-0.008583403,0.06979743,2.4018445,1.6588975,0.26386997,0.25022602,0.12526,0.1461216,-29.375956,11.0,344
0 days,0 days 00:08:01.394920635,35.515938,0.10865957,33.298477,35.077408,37.877514,4.5790367,129.7713,222.53038,91.48438,241.1089,0.24050693,0.9005747,0.0591431,0.17759567,0.38919848,0.3300554,4.140426,3.568614,2.8463721,2.144774,0.06063241,1.2724313,32.23696,0.40820608,-17.39867,-0.92028993,5.6023955,3.335035,-21.251844,-0.776477,0.018633021,2.4210734,0.9616902,1.0428327,9.195968,0.5091736,5.809305,1.6808757,22.774984,0.4805687,611.21625,0.3907865,1398.642,0.18866318,-74.555145,-1.251512,1593.488,0.16661324,1086.4758,0.37630984,-69.95077,-1.2032752,2601.8242,0.13265452,914.66486,0.5160361,-75.14069,-1.0719701,-10.923286,-0.7350099,23.711601,0.37802684,0.14028117,0.18444036,-0.01827582,-0.90075594,0.079846166,1.0576886,37.63941,0.25415406,-19.961376,-0.8400479,3.8321912,5.44683,-25.601099,-0.6581766,-5.897724,14.42223,0.11090716,-0.00840093,0.017455013,2.563035,2.0822923,0.29658002,0.23768951,0.13052,0.13639976,-36.268425,15.0,345
